wikidata_id,name,category,image_url,country,wikipedia_url,sitelinks,latitude,longitude,description
Q274131,Everglades National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Sunset%20over%20the%20River%20of%20Grass%2C%20NPSphoto%2C%20G.Gardner%20%289255157507%29.jpg,United States,https://en.wikipedia.org/wiki/Everglades_National_Park,140,25.3125,-80.6875,"Everglades National Park  is a United States national park that protects the southern twenty percent of the original Everglades in Florida. The park is the largest tropical wilderness in the United States and the largest wilderness of any kind east of the Mississippi River. An average of one million people visit the park each year. Everglades is the third-largest national park in the contiguous United States after Death Valley and Yellowstone. It was declared a national park in 1947. UNESCO declared the Everglades & Dry Tortugas Biosphere Reserve in 1976 and listed the park as a World Heritage Site in 1979, and the Ramsar Convention included the park on its list of Wetlands of International Importance in 1987. Everglades is one of only three locations in the world to appear on all three lists.
Most national parks preserve unique geographic features; Everglades National Park was the first created to protect a fragile ecosystem. The Everglades are a network of wetlands and forests fed..."
Q220289,Grand Canyon National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/10%20Grand%20Canyon%20Navajo%20Point%20viewpoint%20terrace%2C%20Grand%20Canyon%20National%20Park%2C%20USA%20-%20American%20nature.jpg,United States,https://en.wikipedia.org/wiki/Grand_Canyon_National_Park,124,36.0553,-112.122,"Grand Canyon National Park is a national park of the United States located in northwestern Arizona, the 15th site to have been named as a national park. The park's central feature is the Grand Canyon, a gorge of the Colorado River, which is often considered one of the Wonders of the World. The park, which covers 1,217,262 acres (1,901.972 sq mi; 4,926.08 km2) of unincorporated area in Coconino and Mohave counties, received more than 4.9 million recreational visitors in 2024. The Grand Canyon was designated a World Heritage Site by UNESCO in 1979. The park celebrated its 100th anniversary on February 26, 2019."
Q219562,Bryce Canyon National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/USA%2010654%20Bryce%20Canyon%20Luca%20Galuzzi%202007.jpg,United States,https://en.wikipedia.org/wiki/Bryce_Canyon_National_Park,120,37.64,-112.17,"Bryce Canyon National Park () is a national park of the United States located in southwestern Utah. The major feature of the park is Bryce Canyon, which, despite its name, is not a canyon but a collection of giant natural amphitheaters along the eastern side of the Paunsaugunt Plateau. Bryce is distinctive due to geological structures called hoodoos, formed by frost weathering and stream erosion of the river and lake bed sedimentary rock. The red, orange, and white colors of the rocks provide distinctive views for park visitors. Bryce Canyon National Park is much smaller and sits at a much higher elevation than nearby Zion National Park. The rim at Bryce varies from 8,000 to 9,000 feet (2,400 to 2,700 m).
The area is in portions of Garfield County and Kane County. It was settled by Mormon pioneers in the 1850s and was named after Ebenezer Bryce, who homesteaded in the area in 1874. The area was originally designated as a national monument by President Warren G. Harding in 1923 and w..."
Q237128,Mesa Verde National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Mesa%20Verde.jpg,United States,https://en.wikipedia.org/wiki/Mesa_Verde_National_Park,120,37.260375,-108.494444,"Mesa Verde National Park is a national park of the United States and UNESCO World Heritage Site located in Montezuma County, Colorado, and the only World Heritage Site in Colorado. The park protects some of the best-preserved Ancestral Puebloan ancestral sites in the United States.
Established by Congress and President Theodore Roosevelt in 1906, the park occupies 52,485 acres (212 km2) near the Four Corners region of the American Southwest. With more than 5,000 sites, including 600 cliff dwellings, it is the largest archaeological preserve in the United States. Mesa Verde (Spanish for ""green table"", or more specifically ""green table mountain"") is best known for structures such as Cliff Palace, one of the largest cliff dwellings in North America.
Starting c. 7500 BC Mesa Verde was seasonally inhabited by a group of nomadic Paleo-Indians known as the Foothills Mountain Complex. The variety of projectile points found in the region indicates they were influenced by surrounding areas, i..."
Q373567,Glacier National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Saint%20Mary%20Lake%20and%20Wildgoose%20Island.jpg,United States,https://en.wikipedia.org/wiki/Glacier_National_Park_(U.S.),114,48.755,-113.8,"Glacier National Park is a national park of the United States located in northwestern Montana, on the Canada–United States border. The park encompasses more than 1 million acres (4,100 km2) and includes parts of two mountain ranges (sub-ranges of the Rocky Mountains), more than 130 named lakes, more than 1,000 different species of plants, and hundreds of species of animals. This vast pristine ecosystem is the centerpiece of what has been referred to as the ""Crown of the Continent Ecosystem"", a region of protected land encompassing 16,000 mi2 (41,000 km2).
The region that became Glacier National Park was first inhabited by Native Americans. Upon the arrival of European explorers, it was dominated by the Blackfeet in the east and the Flathead in the western regions. Under pressure, the Blackfeet ceded the mountainous parts of their treaty lands in 1895 to the federal government which became part of the park. Soon after the establishment of the park on May 11, 1910, a number of hotels ..."
Q205325,Zion National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Zion%20angels%20landing%20view.jpg,United States,https://en.wikipedia.org/wiki/Zion_National_Park,114,37.202619444,-112.98785,"Zion National Park is a national park of the United States located in southwestern Utah near the town of Springdale. Located at the junction of the Colorado Plateau, Great Basin, and Mojave Desert regions, the park has a unique geography and a variety of life zones that allow for unusual plant and animal diversity. Numerous plant species as well as 289 species of birds, 75 mammals (including 19 species of bat), and 32 reptiles inhabit the park's four life zones: desert, riparian, woodland, and coniferous forest. Zion National Park includes mountains, canyons, buttes, mesas, monoliths, rivers, slot canyons, and natural arches. The lowest point in the park is 3,666 ft (1,117 m) at Coalpits Wash and the highest peak is 8,726 ft (2,660 m) at Horse Ranch Mountain. A prominent feature of the 229-square-mile (590 km2) park is Zion Canyon, which is 15 miles (24 km) long and up to 2,640 ft (800 m) deep. The canyon walls are reddish and tan-colored Navajo Sandstone eroded by the North Fork of..."
Q372093,Olympic National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/HurricaneRidge%207392t.jpg,United States,https://en.wikipedia.org/wiki/Olympic_National_Park,110,47.7,-123.75,"Olympic National Park is a national park of the United States located in Washington, on the Olympic Peninsula. The park has four regions: the Pacific coastline, alpine areas, the west-side temperate rainforest, and the forests of the drier east side. Within the park there are three distinct ecosystems, including subalpine forest and wildflower meadow, temperate forest, and the rugged Pacific coast.
President Theodore Roosevelt originally designated the park as Mount Olympus National Monument on March 2, 1909. The monument was redesignated a national park by Congress and President Franklin D. Roosevelt on June 29, 1938. In 1976, Olympic National Park was designated by UNESCO as an International Biosphere Reserve, and in 1981 as a World Heritage Site. In 1988, Congress designated 95 percent of the park (1,370 square miles (3,500 km2)) as the Olympic Wilderness, which was renamed Daniel J. Evans Wilderness in honor of the former Washington state Governor and U.S. Senator Daniel J. Evan..."
Q205952,Hawaiʻi Volcanoes National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Lava-streaming-into-ocean.jpg,United States,https://en.wikipedia.org/wiki/Hawai%CA%BBi_Volcanoes_National_Park,108,19.40083,-155.12361,"Hawaiʻi Volcanoes National Park is a national park of the United States, located on the island of Hawaiʻi in the state of Hawaii. The park encompasses two active volcanoes: Kīlauea, one of the world's most active volcanoes, and Mauna Loa, the world's largest shield volcano. The park provides scientists with insight into the development of the Hawaiian Islands and access for studies of volcanism. For visitors, the park offers dramatic volcanic landscapes, glimpses of rare flora and fauna, and a view into the traditional Hawaiian culture connected to these landscapes. The indigenous people of the park, ""Kanaka Maoli"", believed in living a life that did not take up resources. Volcanic eruptions are seen as sacred. 
The park was originally established on August 1, 1916, as Hawaii National Park, which was then split into this park and Haleakalā National Park. In recognition of its outstanding natural values, Hawaiʻi Volcanoes National Park was designated as an International Biosphere Res..."
Q242681,Mammoth Cave National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Mammoth%20Cave%20Rotunda%20%28USGS%20Lwt02830%29.jpg,United States,https://en.wikipedia.org/wiki/Mammoth_Cave_National_Park,106,37.186944444,-86.101111111,"Mammoth Cave National Park is a national park of the United States in south-central Kentucky. It encompasses portions of Mammoth Cave, the longest known cave system in the world. The park's 52,007 acres (21,046 ha) are located primarily in Edmonson County, with small areas extending eastward into Hart and Barren counties. The Green River runs through the park, with a tributary called the Nolin River feeding into the Green just inside the park.
The cave system has formally been known as the Mammoth–Flint Ridge Cave System since 1972, when a connection was discovered between Mammoth Cave and the even longer system under Flint Ridge to the north. As of 2025, more than 426 miles (686 km) of passageways had been surveyed, over 1.5 times longer than the second-longest cave system, Mexico's Ox bel ha underwater cave.
The park was established as a national park on July 1, 1941, after oft-contentious eminent domain proceedings whose consequences still affect the region. It was named a World ..."
Q222695,Grand Teton National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Barns%20grand%20tetons.jpg,United States,https://en.wikipedia.org/wiki/Grand_Teton_National_Park,104,43.833333333,-110.700833333,"Grand Teton National Park is a national park of the United States in northwestern Wyoming. At approximately 310,000 acres (130,000 ha; 1,300 km2), the park includes the major peaks of the 40-mile-long (64 km) Teton Range as well as most of the northern sections of the valley known as Jackson Hole. Grand Teton National Park is 10 miles (16 km) south of Yellowstone National Park, to which it is connected by the John D. Rockefeller Jr. Memorial Parkway. Along with surrounding national forests, these three protected areas constitute the almost 22-million-acre (89,000-square-kilometer) Greater Yellowstone Ecosystem, one of the world's largest intact mid-latitude temperate ecosystems.
The human history of the Grand Teton region dates back at least 11,000 years. In the early 19th century, the first European colonizers encountered the eastern Shoshone people. Between 1810 and 1840, the region attracted fur trading companies that vied for control of the lucrative beaver pelt trade. U.S. gove..."
Q273195,Carlsbad Caverns National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Carlsbad%20Interior%20Formations.jpg,United States,https://en.wikipedia.org/wiki/Carlsbad_Caverns_National_Park,102,32.175277777,-104.443888888,"Carlsbad Caverns National Park is a national park of the United States in the Guadalupe Mountains of southeastern New Mexico. The primary attraction of the park is the show cave Carlsbad Cavern. Visitors can hike in on their own via the natural entrance or take an elevator from the visitor center.
The park entrance is located on US Highway 62/180, approximately 18 miles (29 km) southwest of Carlsbad, New Mexico. The park has two entries on the National Register of Historic Places: The Caverns Historic District and the Rattlesnake Springs Historic District. Approximately two-thirds of the park has been set aside as a wilderness area, helping to ensure that no future changes will be made to the habitat.
Carlsbad Caverns includes a large limestone chamber, named simply the Big Room, which is almost 4,000 ft (1,220 m) long, 625 ft (191 m) wide, and 255 ft (78 m) high at its highest point. The Big Room is the largest chamber in North America and the 32nd largest in the world.
Carlsbad Ca..."
Q464004,Great Smoky Mountains National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Great%20Smoky%20Mountains%20Cades%20Cove%20View.jpg,United States,https://en.wikipedia.org/wiki/Great_Smoky_Mountains_National_Park,102,35.611111111,-83.425,"Great Smoky Mountains National Park is a national park of the United States in the southeast, with parts in North Carolina and Tennessee. The park straddles the ridgeline of the Great Smoky Mountains, part of the Blue Ridge Mountains and part of the Appalachian temperate rainforest, which are a division of the larger Appalachian Mountain chain. The park contains some of the highest mountains in eastern North America, including Kuwohi, Mount Guyot, and Mount Le Conte. The border between the two states runs northeast to southwest through the center of the park. The Appalachian Trail passes through the center of the park on its route from Georgia to Maine. With over 12 million visitors in 2024, the Great Smoky Mountains National Park is the most visited national park in the United States.

The park encompasses 522,419 acres (816.28 sq mi; 211,415.47 ha; 2,114.15 km2), making it one of the largest protected areas in the eastern United States. The main park entrances are located along U...."
Q223969,Arches National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Delicate%20Arch%20-%20Arches%20National%20Park%20%2828744386992%29.jpg,United States,https://en.wikipedia.org/wiki/Arches_National_Park,102,38.728055555,-109.54,"Arches National Park is a national park of the United States in eastern Utah. The park is adjacent to the Colorado River, 4 mi (6 km) north of Moab, Utah. The park contains more than 2,000 natural sandstone arches, including the well-known Delicate Arch, which constitute the highest density of natural arches in the world. It also contains a variety of other unique geological resources and formations. The national park lies above an underground evaporite layer or salt bed, which is the main cause of the formation of the arches, spires, balanced rocks, sandstone fins, and eroded monoliths in the area.
The park consists of 310.31 km2 (76,680 acres; 119.81 sq mi; 31,031 ha) of high desert located on the Colorado Plateau. The highest elevation in the park is 5,653 ft (1,723 m) at Elephant Butte, and the lowest elevation is 4,085 ft (1,245 m) at the visitor center. The park receives an average of less than 10 in (250 mm) of rain annually.
Administered by the National Park Service, the are..."
Q49108,Massachusetts Institute of Technology,universities,http://commons.wikimedia.org/wiki/Special:FilePath/MIT%20Dome%20night1%20Edit.jpg,United States,https://en.wikipedia.org/wiki/Massachusetts_Institute_of_Technology,448,42.359722222,-71.091944444,"The Massachusetts Institute of Technology (MIT) is a private research university in Cambridge, Massachusetts, United States. Founded in 1861 to advance ""useful knowledge"", the university has played a significant role in the development of many areas of technology and science.
William Barton Rogers founded MIT to accelerate American industrialization through scientific knowledge. Initially funded by a federal land grant, the institute adopted a German polytechnic model emphasizing laboratory instruction in applied science and engineering, and moved from Boston's Back Bay to its current campus in Cambridge in 1916. Early growth came through research contracts with private industry, though the institute remained financially constrained and focused primarily on practical engineering education into the 1930s.
MIT's transformation as a research enterprise began during World War II, when projects like the Radiation Laboratory made it the nation's largest non-industrial R&D contractor. Grad..."
Q13371,Harvard University,universities,http://commons.wikimedia.org/wiki/Special:FilePath/Sanders%20theater%202009y.JPG,United States,https://en.wikipedia.org/wiki/Harvard_University,298,42.374443888,-71.116943888,"Harvard University is a private Ivy League research university in Cambridge, Massachusetts, United States. Founded in 1636, and named Harvard College in 1639 in honor of its first benefactor, Puritan clergyman John Harvard, it is the oldest institution of higher learning in the United States. Its influence, wealth, and rankings have made it one of the most prestigious universities in the world.
Harvard was founded and authorized by the Massachusetts General Court, the governing legislature of colonial-era Massachusetts Bay Colony. While never formally affiliated with any Protestant denomination, Harvard trained Congregational clergy until its curriculum and student body were gradually secularized in the 18th century. In 1780, the Constitution of Massachusetts referred to it as a university, and a new medical school established in 1782 was named the Medical Institution of Harvard University; but this was a new name, not a new foundation. Harvard College soon became the name of the un..."
Q49115,Cornell University,universities,http://commons.wikimedia.org/wiki/Special:FilePath/Cornell%20University%2C%20Ho%20Plaza%20and%20Sage%20Hall.jpg,United States,https://en.wikipedia.org/wiki/Cornell_University,291,42.449166666,-76.483888888,"Cornell University ( korr-NEHL) is a private Ivy League research university based in Ithaca, New York, United States. The university was co-founded by American philanthropist Ezra Cornell and historian and educator Andrew Dickson White in 1865. Since its founding, Cornell University has been a co-educational and nonsectarian institution. As of fall 2024, the student body included 16,128 undergraduate and 10,665 postgraduate students from all 50 U.S. states and 130 countries.
The university is organized into eight undergraduate colleges and seven graduate divisions on its main Ithaca campus. Each college and academic division has near autonomy in defining its respective admission standards and academic curriculum. In addition to its primary campus in Ithaca, Cornell University administers three satellite campuses, including two in New York City, the medical school and Cornell Tech, and a branch of the medical school in Al Rayyan in Education City, Qatar.
Cornell is one of three priva..."
Q41506,Stanford University,universities,http://commons.wikimedia.org/wiki/Special:FilePath/Stanford%20Oval%20May%202011%20panorama.jpg,United States,https://en.wikipedia.org/wiki/Stanford_University,222,37.4275,-122.17,"Leland Stanford Junior University, commonly referred to as Stanford University, is a private research university in Stanford, California, United States. It was founded in 1885 by railroad magnate Leland Stanford (the eighth governor of and then-incumbent United States senator representing California) and his wife, Jane, in memory of their only child, Leland Jr.
The university admitted its first students in 1891, opening as a coeducational and non-denominational institution. It struggled financially after Leland died in 1893 and again after much of the campus was damaged by the 1906 San Francisco earthquake. Following World War II, university provost Frederick Terman inspired an entrepreneurial culture to build a self-sufficient local industry (later Silicon Valley). In 1951, Stanford Research Park was established in Palo Alto as the world's first university research park. By 2021, the university had 2,288 tenure-line faculty, senior fellows, center fellows, and medical faculty on st..."
Q49112,Yale University,universities,http://commons.wikimedia.org/wiki/Special:FilePath/Yale%20Law%20School%20in%20the%20Sterling%20Law%20Building.jpg,United States,https://en.wikipedia.org/wiki/Yale_University,212,41.311111111,-72.926666666,"Yale University is a private Ivy League research university in New Haven, Connecticut, United States. Founded in 1701, Yale is the third-oldest institution of higher education in the United States. It is one of the nine colonial colleges chartered before the American Revolution.
Yale was established as the Collegiate School in 1701 by Congregationalist clergy of the Connecticut Colony. Originally focused on theology and sacred languages, the school's curriculum expanded to include humanities and sciences by the time of the American Revolution. In the 19th century, the college expanded to include graduate and professional instruction, awarding the first PhD in the United States in 1861 and organizing as a university in 1887. Yale's faculty and student populations grew rapidly after 1890 due to the expansion of the physical campus and its scientific research programs.
Yale is organized into fifteen constituent schools, including the original undergraduate college, the Yale Graduate Sc..."
Q21578,Princeton University,universities,http://commons.wikimedia.org/wiki/Special:FilePath/ClevelandTowerWatercolor20060829.jpg,United States,https://en.wikipedia.org/wiki/Princeton_University,198,40.345277777,-74.656111111,"Princeton University is a private Ivy League research university in Princeton, New Jersey, United States. Founded in 1746 in Elizabeth as the  College of New Jersey, Princeton is the fourth-oldest institution of higher education in the United States and one of the nine colonial colleges chartered before the American Revolution. The institution moved to Newark in 1747 and then to its Mercer County campus in Princeton nine years later. It officially became a university in 1896 and was subsequently renamed Princeton University.
The university is governed by the Trustees of Princeton University and has an endowment of $37.7 billion, the largest endowment per student in the United States. Princeton provides undergraduate and graduate instruction in the humanities, social sciences, natural sciences, and engineering to approximately 9,000 students on its main campus spanning 600 acres (2.4 km2) within the borough of Princeton. It offers postgraduate degrees through the Princeton School of ..."
Q49088,Columbia University,universities,http://commons.wikimedia.org/wiki/Special:FilePath/Columbia%20University%20-%20Low%20Memorial%20Library%20%2848170370506%29.jpg,United States,https://en.wikipedia.org/wiki/Columbia_University,192,40.8075,-73.961944444,"Columbia University in the City of New York, commonly referred to as Columbia University, is a private Ivy League research university in New York City, United States. Established in 1754 as King's College by royal charter under George II of Great Britain on the grounds of Trinity Church in Manhattan, it is the oldest institution of higher education in New York and the fifth-oldest in the United States. 
The university was renamed Columbia College in 1784 following the American Revolution, and in 1787 was placed under a private board of trustees headed by former students Alexander Hamilton and John Jay. In 1896, the campus was moved to its current location and renamed Columbia University.
Columbia is organized into 17 schools, two affiliated colleges—Barnard College and Teachers College—and two affiliated seminaries—Jewish Theological Seminary (JTS) and Union Theological Seminary (UTS). The university's research efforts include the Lamont–Doherty Earth Observatory, the Goddard Instit..."
Q333886,Georgetown University,universities,http://commons.wikimedia.org/wiki/Special:FilePath/Healy%20Hall%20Georgetown%20University.jpg,United States,https://en.wikipedia.org/wiki/Georgetown_University,174,38.907222222,-77.072777777,"Georgetown University is a private Jesuit research university in Washington, D.C., United States. Founded by Bishop John Carroll in 1789, it is the oldest Catholic institution of higher education in the United States, the oldest university in Washington, D.C., and the nation's first federally chartered university.
The university has eleven undergraduate and graduate schools. Its main campus, located in the Georgetown historic neighborhood, is on a hill above the Potomac River and identifiable by Healy Hall, a National Historic Landmark. It is classified among ""R1: Doctoral Universities – Very high research activity."" The university offers degree programs in forty-eight disciplines, enrolling an average of 7,500 undergraduate and 10,000 graduate students from more than 135 countries. The school's athletic teams are nicknamed the Hoyas and include a men's basketball team, which is a member of the Big East Conference.
Notable alumni include 32 Rhodes Scholars, 46 Marshall Scholars, 33 ..."
Q168756,"University of California, Berkeley",universities,http://commons.wikimedia.org/wiki/Special:FilePath/Berkeley%20glade%20afternoon.jpg,United States,"https://en.wikipedia.org/wiki/University_of_California,_Berkeley",174,37.871944444,-122.258333333,"The University of California, Berkeley (UC Berkeley, Berkeley, Cal, or California) is a public land-grant research university in the Southside and Northside neighborhoods of Berkeley, California, United States. Founded in 1868 and named after the Anglo-Irish philosopher George Berkeley, it is the state's first land-grant university and the founding campus of the University of California system.
Berkeley has an enrollment of more than 45,000 students. The university is organized around fifteen schools of study on the same campus, including the College of Chemistry, the College of Engineering, College of Letters and Science, and the Haas School of Business. It is classified among ""R1: Doctoral Universities – Very high research activity"". Lawrence Berkeley National Laboratory was originally founded as part of the university.
Berkeley was a founding member of the Association of American Universities and was one of the original eight ""Public Ivy"" schools. In 2021, the federal funding for..."
Q131252,University of Chicago,universities,http://commons.wikimedia.org/wiki/Special:FilePath/Campus%20Spring.jpg,United States,https://en.wikipedia.org/wiki/University_of_Chicago,172,41.789722222,-87.599722222,"The University of Chicago (UChicago, Chicago, UChi, or U of C) is a private research university in the Hyde Park community area of Chicago, Illinois, United States.
The university is composed of an undergraduate college and four graduate research divisions: the Arts & Humanities Division, the Biological Sciences Division, the Physical Sciences Division, and the Social Sciences Division, all of which include various organized departments and institutes. In addition, the university operates seven professional schools in the fields of business, social work, theology, public policy, law, medicine, and molecular engineering, as well as a school of continuing studies. The university maintains satellite campuses and centers in London, Hong Kong, Paris, Beijing, Delhi, Luxor, and downtown Chicago.
University of Chicago scholars have played a role in the development of many academic disciplines, including economics, law, literary criticism, mathematics, physics, religion, sociology, and poli..."
Q125753,Holland Tunnel,space,http://commons.wikimedia.org/wiki/Special:FilePath/Holland%20tunnel.jpg,United States,https://en.wikipedia.org/wiki/Holland_Tunnel,31,40.7275,-74.021389,"The Holland Tunnel is a vehicular tunnel under the Hudson River that connects Hudson Square and Lower Manhattan in New York City in the east to Jersey City, New Jersey, in the west. The tunnel is operated by the Port Authority of New York and New Jersey and carries Interstate 78. The New Jersey side of the tunnel is the eastern terminus of New Jersey Route 139. It consists of two tubes: the eastbound tube is a toll road, while the westbound tube is toll-free. The Holland Tunnel is one of three vehicular crossings between Manhattan and New Jersey; the two others are the Lincoln Tunnel and George Washington Bridge.
The Holland Tunnel is named for Clifford Milburn Holland, its initial chief engineer, who died suddenly in 1924 prior to its opening. It was the world's first mechanically ventilated tunnel, with a ventilation system designed by Ole Singstad, who oversaw the tunnel's completion. The tubes are made of cast-iron rings covered by concrete and measuring 29.5 feet (9.0 m) in dia..."
Q125805,Lincoln Tunnel,space,http://commons.wikimedia.org/wiki/Special:FilePath/Lincoln%20Manh%20portal%209-38%20jeh.JPG,United States,https://en.wikipedia.org/wiki/Lincoln_Tunnel,29,40.7625,-74.0111,"The Lincoln Tunnel is an approximately 1.5-mile-long (2.4 km) tunnel under the Hudson River, connecting Weehawken, New Jersey, to the west with Midtown Manhattan in New York City to the east. It carries New Jersey Route 495 on the New Jersey side and the unsigned New York State Route 495 on the New York side. It was designed by Ole Singstad and named after Abraham Lincoln. The tunnel consists of three vehicular tubes of varying lengths, with two traffic lanes in each tube. The center tube contains reversible lanes, while the northern and southern tubes exclusively carry westbound and eastbound traffic, respectively.
The Lincoln Tunnel was originally proposed in the late 1920s and early 1930s as the Midtown Hudson Tunnel. The tubes of the Lincoln Tunnel were constructed in stages between 1934 and 1957. Construction of the central tube, which originally lacked sufficient funding due to the Great Depression, started in 1934 and it opened in 1937. The northern tube started construction ..."
Q1129573,Detroit–Windsor Tunnel,space,http://commons.wikimedia.org/wiki/Special:FilePath/DWTunnel.JPG,United States,https://en.wikipedia.org/wiki/Detroit%E2%80%93Windsor_Tunnel,18,42.324502777,-83.040052777,"The Detroit–Windsor Tunnel (French: tunnel de Détroit-Windsor), also known as the Detroit–Canada Tunnel, is an international highway tunnel connecting the cities of Detroit, Michigan, United States and Windsor, Ontario, Canada. It is the second-busiest crossing between the United States and Canada, the first being the Ambassador Bridge, which also connects the two cities, which are situated on the Detroit River."
Q3318219,Moffat Tunnel,space,http://commons.wikimedia.org/wiki/Special:FilePath/Image%20Moffat%20west2a.jpg,United States,https://en.wikipedia.org/wiki/Moffat_Tunnel,18,39.9024,-105.646,"The Moffat Tunnel is a railroad and water tunnel that cuts through the Continental Divide in north-central Colorado. Named after Colorado railroad pioneer David Moffat, the tunnel's first official railroad traffic passed through in February 1928.
The Moffat Tunnel finally provided Denver with a western link through the Continental Divide, as both Cheyenne, Wyoming, to the north and Pueblo to the south already enjoyed rail access to the West Coast. It follows the right-of-way laid out by Moffat in 1902 while he was seeking a better and shorter route from Denver to Salt Lake City. The Moffat Tunnel averages 15 trains per day. The railroad and water tunnels parallel one another; the water tunnel delivers a portion of Denver's water supply. In 1979, the tunnel was designated as a National Historic Civil Engineering Landmark by the American Society of Civil Engineers."
Q125635,Brooklyn–Battery Tunnel,space,http://commons.wikimedia.org/wiki/Special:FilePath/Brookbattunmanjeh.JPG,United States,https://en.wikipedia.org/wiki/Brooklyn%E2%80%93Battery_Tunnel,16,40.695833,-74.013611,"The Hugh L. Carey Tunnel, commonly referred to as the Brooklyn–Battery Tunnel, Battery Tunnel or Battery Park Tunnel, is a tolled tunnel in New York City that connects Red Hook in Brooklyn with the Battery in Manhattan. The tunnel consists of twin tubes that each carry two traffic lanes under the mouth of the East River. Although it passes just offshore of Governors Island, the tunnel does not provide vehicular access to the island. With a length of 9,117 feet (1.73 mi; 2.78 km), it is the longest continuous underwater vehicular tunnel in North America.
Plans for the Brooklyn–Battery Tunnel date back to the 1920s. Official plans to build the tunnel were submitted in 1930 but were initially not carried out. The New York City Tunnel Authority, created in 1936, was tasked with constructing the tunnel. After unsuccessful attempts to secure federal funds, New York City Parks Commissioner Robert Moses proposed a Brooklyn–Battery Bridge. However, the public opposed the bridge plan, and the..."
Q82059,Nasdaq,markets,http://commons.wikimedia.org/wiki/Special:FilePath/CreditRich%20Nasdaq%20Tower%20NYC.jpg,United States,https://en.wikipedia.org/wiki/Nasdaq,92,40.7565,-73.98576,"The Nasdaq Stock Market (formerly National Association of Securities Dealers Automated Quotations) is an American stock exchange. It is the second-largest stock exchange by market capitalization and the first fully electronic stock market. Based in Manhattan, New York City, the exchange is among the most active stock trading venues by volume in the United States.
The exchange platform is owned by Nasdaq, Inc., which also owns the Nasdaq Nordic stock market network and several U.S.-based stock and options exchanges. The exchange is the primary listing for many technology companies and also trades stock in many foreign firms, with China and Israel being the largest foreign sources.
As of December 31, 2024, 4,075 companies listed securities on Nasdaq, including 1,383 listings on The Nasdaq Global Select Market, 1,366 on The Nasdaq Global Market, and 1,326 on The Nasdaq Capital Market.
The Nasdaq Composite, Nasdaq-100, Nasdaq Financial-100 stock market indices are made up only of stocks..."
Q13677,New York Stock Exchange,markets,http://commons.wikimedia.org/wiki/Special:FilePath/Nyse%202009g.JPG,United States,https://en.wikipedia.org/wiki/New_York_Stock_Exchange,88,40.706944444,-74.011111111,"The New York Stock Exchange (NYSE, nicknamed ""the Big Board"") is an American stock exchange headquartered at the New York Stock Exchange Building in the Financial District of Lower Manhattan in New York City. It is the largest stock exchange in the world by market capitalization, exceeding $44 trillion in January 2026. The NYSE is owned by Intercontinental Exchange, an American holding company that it also lists (ticker symbol ICE). Previously, it was part of NYSE Euronext (NYX), which was formed by the NYSE's 2007 merger with Euronext. According to a Gallup poll conducted in 2022, approximately 58% of American adults reported having money invested in the stock market, either through individual stocks, mutual funds, or retirement accounts."
